order_id,order_date,customer_id,customer_name,city,market,product_code,product_name,variant,category,quantity,price,revenue
1021,2024-11-29,124,HealthyLife 3,Ankara,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,90,105.06,9455.4
1022,2024-10-06,149,HealthyLife 3,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,61,440.95,26897.95
1023,2024-02-26,128,Muscle Beach 1,Izmir,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,97,61.19,5935.429999999999
1024,2024-12-19,107,HealthyLife 2,Antalya,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,46,122.2,5621.2
1025,2024-08-29,118,HealthyLife 9,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,21,343.09,7204.889999999999
1026,2024-01-09,135,CrossFit Zone 10,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,12,305.18,3662.16
1027,2024-05-19,142,Energy Gym 2,Unknown,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,67,447.29,29968.43
1028,2024-06-09,136,Energy Gym 8,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,96,496.1,47625.600000000006
1029,2024-12-24,133,Yoga Studio 10,Izmir,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,74,27.31,2020.9399999999998
1030,2024-01-03,999,Unknown Customer,Unknown City,,4f5c11403f7e2f88,Whey Powder,1kg,Snack,1,184.6,184.6
1031,2024-05-12,139,Iron Works 1,Ankara,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,81,145.32,11770.92
1032,2024-04-27,149,HealthyLife 3,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,38,327.14,12431.32
1033,2024-04-02,108,Yoga Studio 6,Izmir,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,16,58.84,941.44
1034,2024-03-03,132,Iron Works 9,Izmir,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,59,398.88,23533.92
1035,2024-03-18,148,Power Up 10,Istanbul,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,92,430.5,39606.0
1036,2024-12-14,102,Fit Food 7,Antalya,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,17,453.74,7713.58
1037,2024-11-09,124,HealthyLife 3,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,49,217.94,10679.06
1038,2024-01-01,102,Fit Food 7,Antalya,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,27,90.09,2432.4300000000003
1039,2024-12-16,126,Fit Food 7,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,86,366.48,31517.280000000002
1040,2024-07-25,107,HealthyLife 2,Antalya,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,55,158.99,8744.45
1041,2024-01-29,135,CrossFit Zone 10,Unknown,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,37,462.91,17127.670000000002
1042,2024-06-08,110,HealthyLife 7,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,65,136.76,8889.4
1043,2024-06-01,136,Energy Gym 8,Istanbul,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,53,302.98,16057.94
1044,2024-10-15,127,Yoga Studio 4,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,95,48.42,4599.900000000001
1045,2024-08-06,999,Unknown Customer,Unknown City,,31adc9243b8bc59d,Energy Drink,500ml,Supplement,99,144.31,14286.69
1046,2024-10-07,138,Energy Gym 9,Ankara,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,13,205.82,2675.66
1047,2024-01-25,109,CrossFit Zone 7,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,41,37.12,1521.9199999999998
1048,2024-07-06,137,Energy Gym 1,Antalya,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,61,418.12,25505.32
1049,2024-12-21,139,Iron Works 1,Ankara,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,97,79.42,7703.74
1050,2024-08-14,112,Energy Gym 10,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,28,423.07,11845.96
1051,2024-12-27,132,Iron Works 9,Izmir,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,100,391.44,39144.0
1052,2024-03-24,107,HealthyLife 2,Antalya,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,11,368.92,4058.1200000000003
1053,2024-12-19,140,Yoga Studio 2,Ankara,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,1,390.94,390.94
1054,2024-10-15,109,CrossFit Zone 7,Istanbul,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,98,273.45,26798.1
1055,2024-11-13,128,Muscle Beach 1,Izmir,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,4,185.06,740.24
1056,2024-04-10,143,Power Up 9,Istanbul,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,79,119.22,9418.38
1057,2024-03-12,135,CrossFit Zone 10,Unknown,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,63,106.37,6701.31
1058,2024-05-10,142,Energy Gym 2,Unknown,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,37,80.73,2987.01
1059,2024-08-18,134,Muscle Beach 2,Izmir,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,6,378.01,2268.06
1060,2024-05-25,113,Iron Works 8,Unknown,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,5,90.61,453.05
1061,2024-03-06,133,Yoga Studio 10,Izmir,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,51,32.03,1633.53
1062,2024-05-17,104,Vegan Market 6,Istanbul,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,71,131.08,9306.68
1063,2024-11-19,125,Vegan Market 7,Izmir,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,43,136.34,5862.62
1064,2024-07-27,124,HealthyLife 3,Ankara,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,43,101.79,4376.97
1065,2024-10-16,115,Energy Gym 9,Bursa,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,15,223.01,3345.1499999999996
1066,2024-07-05,101,Fit Food 5,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,87,442.54,38500.98
1067,2024-07-06,109,CrossFit Zone 7,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,1,122.01,122.01
1068,2024-02-21,999,Unknown Customer,Unknown City,,31adc9243b8bc59d,Energy Drink,500ml,Supplement,7,464.77,3253.39
1069,2024-10-22,999,Unknown Customer,Unknown City,,c18d52a01eaeb420,Protein Bar,60g,Snack,28,35.32,988.96
1070,2024-05-24,111,Muscle Beach 3,Istanbul,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,62,480.7,29803.399999999998
1071,2024-11-08,137,Energy Gym 1,Antalya,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,81,297.02,24058.62
1072,2024-08-30,101,Fit Food 5,Izmir,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,58,396.66,23006.280000000002
1073,2024-10-14,112,Energy Gym 10,Istanbul,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,49,346.89,16997.61
1074,2024-02-14,148,Power Up 10,Istanbul,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,82,382.19,31339.579999999998
1075,2024-02-19,122,Cardio King 4,Izmir,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,90,193.7,17433.0
1076,2024-11-18,150,Power Up 7,Ankara,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,1,238.22,238.22
1077,2024-10-21,118,HealthyLife 9,Izmir,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,21,250.11,5252.31
1078,2024-02-09,145,Vegan Market 5,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,83,493.24,40938.92
1079,2024-11-29,145,Vegan Market 5,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,12,260.19,3122.2799999999997
1080,2024-03-02,102,Fit Food 7,Antalya,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,11,421.24,4633.64
1081,2024-10-08,139,Iron Works 1,Ankara,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,36,405.24,14588.64
1082,2024-10-20,130,Fit Food 10,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,39,39.65,1546.35
1083,2024-07-20,109,CrossFit Zone 7,Istanbul,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,52,116.19,6041.88
1084,2024-02-12,116,Energy Gym 6,Ankara,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,49,496.52,24329.48
1085,2024-05-06,147,Vegan Market 5,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,89,246.33,21923.370000000003
1086,2024-08-01,139,Iron Works 1,Ankara,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,58,149.77,8686.66
1087,2024-03-30,111,Muscle Beach 3,Istanbul,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,24,262.22,6293.280000000001
1088,2024-05-18,111,Muscle Beach 3,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,62,334.18,20719.16
1089,2024-09-28,144,Yoga Studio 4,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,83,129.0,10707.0
1090,2024-01-16,125,Vegan Market 7,Izmir,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,11,372.55,4098.05
1091,2024-02-26,121,Fit Food 2,Izmir,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,29,224.43,6508.47
1092,2024-07-22,129,Cardio King 4,Unknown,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,64,291.55,18659.2
1093,2024-05-02,118,HealthyLife 9,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,31,42.4,1314.3999999999999
1094,2024-05-15,103,Cardio King 8,Unknown,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,52,159.64,8301.279999999999
1095,2024-08-11,124,HealthyLife 3,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,8,317.74,2541.92
1096,2024-07-03,141,Yoga Studio 10,Istanbul,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,32,471.28,15080.96
1097,2024-11-17,133,Yoga Studio 10,Izmir,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,8,169.92,1359.36
1098,2024-05-09,120,HealthyLife 7,Bursa,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,46,328.22,15098.12
1099,2024-06-01,106,Fit Food 10,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,68,222.79,15149.72
1100,2024-06-01,147,Vegan Market 5,Ankara,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,26,360.29,9367.54
1101,2024-05-26,106,Fit Food 10,Unknown,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,47,457.77,21515.19
1102,2024-01-25,140,Yoga Studio 2,Ankara,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,48,183.36,8801.28
1103,2024-10-23,105,CrossFit Zone 9,Bursa,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,5,413.56,2067.8
1104,2024-03-31,114,Vegan Market 2,Izmir,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,37,289.44,10709.28
1105,2024-05-24,113,Iron Works 8,Unknown,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,88,134.01,11792.88
1106,2024-06-06,108,Yoga Studio 6,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,70,255.99,17919.3
1107,2024-08-07,113,Iron Works 8,Unknown,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,48,201.45,9669.599999999999
1108,2024-10-21,144,Yoga Studio 4,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,91,303.18,27589.38
1109,2024-01-15,128,Muscle Beach 1,Izmir,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,46,146.6,6743.599999999999
1110,2024-09-04,132,Iron Works 9,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,13,496.98,6460.74
1111,2024-06-15,132,Iron Works 9,Izmir,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,100,229.51,22951.0
1112,2024-06-09,129,Cardio King 4,Unknown,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,79,114.05,9009.949999999999
1113,2024-12-15,138,Energy Gym 9,Ankara,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,60,444.22,26653.2
1114,2024-07-29,147,Vegan Market 5,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,27,83.62,2257.7400000000002
1115,2024-05-15,116,Energy Gym 6,Ankara,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,66,216.06,14259.960000000001
1116,2024-08-14,129,Cardio King 4,Unknown,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,60,248.22,14893.2
1117,2024-08-17,121,Fit Food 2,Izmir,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,58,237.66,13784.28
1118,2024-01-21,999,Unknown Customer,Unknown City,,4f5c11403f7e2f88,Whey Powder,2kg,Snack,81,135.05,10939.050000000001
1119,2024-04-27,136,Energy Gym 8,Istanbul,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,35,277.87,9725.45
1120,2024-04-12,999,Unknown Customer,Unknown City,,4f5c11403f7e2f88,Whey Powder,500g,Snack,10,125.53,1255.3
1121,2024-06-07,123,Vegan Market 7,Bursa,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,66,391.71,25852.859999999997
1122,2024-07-22,136,Energy Gym 8,Istanbul,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,95,465.57,44229.15
1123,2024-01-31,116,Energy Gym 6,Ankara,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,37,473.77,17529.489999999998
1124,2024-05-16,101,Fit Food 5,Izmir,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,34,381.78,12980.519999999999
1125,2024-02-24,130,Fit Food 10,Unknown,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,22,25.17,553.74
1126,2024-11-23,122,Cardio King 4,Izmir,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,19,351.22,6673.18
1127,2024-03-10,127,Yoga Studio 4,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,64,148.24,9487.36
1128,2024-04-27,124,HealthyLife 3,Ankara,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,32,219.51,7024.32
1129,2024-06-06,108,Yoga Studio 6,Izmir,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,100,164.33,16433.0
1130,2024-12-15,126,Fit Food 7,Ankara,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,78,333.45,26009.1
1131,2024-02-12,101,Fit Food 5,Izmir,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,13,483.36,6283.68
1132,2024-05-13,126,Fit Food 7,Ankara,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,62,495.73,30735.260000000002
1133,2024-06-05,150,Power Up 7,Ankara,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,33,371.83,12270.39
1134,2024-05-16,144,Yoga Studio 4,Unknown,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,12,108.74,1304.8799999999999
1135,2024-07-20,143,Power Up 9,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,96,298.89,28693.44
1136,2024-11-18,144,Yoga Studio 4,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,52,109.93,5716.360000000001
1137,2024-10-02,101,Fit Food 5,Izmir,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,25,315.05,7876.25
1138,2024-02-11,108,Yoga Studio 6,Izmir,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,3,418.34,1255.02
1139,2024-04-12,104,Vegan Market 6,Istanbul,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,25,64.34,1608.5
1140,2024-01-23,999,Unknown Customer,Unknown City,,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,1,206.18,206.18
1141,2024-01-27,138,Energy Gym 9,Ankara,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,46,119.94,5517.24
1142,2024-09-18,150,Power Up 7,Ankara,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,84,72.21,6065.639999999999
1143,2024-07-23,130,Fit Food 10,Unknown,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,56,41.16,2304.96
1144,2024-08-27,145,Vegan Market 5,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,1,323.71,323.71
1145,2024-04-07,103,Cardio King 8,Unknown,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,50,126.87,6343.5
1146,2024-05-29,106,Fit Food 10,Unknown,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,17,91.85,1561.4499999999998
1147,2024-09-22,126,Fit Food 7,Ankara,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,37,90.65,3354.05
1148,2024-03-12,107,HealthyLife 2,Antalya,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,53,333.11,17654.83
1149,2024-05-25,999,Unknown Customer,Unknown City,,31adc9243b8bc59d,Energy Drink,500ml,Supplement,90,274.31,24687.9
1150,2024-01-06,101,Fit Food 5,Izmir,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,53,145.14,7692.419999999999
1151,2024-05-29,105,CrossFit Zone 9,Bursa,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,3,239.22,717.66
1152,2024-10-21,123,Vegan Market 7,Bursa,TR,31adc9243b8bc59d,Energy Drink,250ml,Supplement,77,441.92,34027.840000000004
1153,2024-08-15,110,HealthyLife 7,Unknown,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,64,130.62,8359.68
1154,2024-07-29,141,Yoga Studio 10,Istanbul,TR,c18d52a01eaeb420,Protein Bar,60g,Snack,11,133.13,1464.4299999999998
1155,2024-02-10,114,Vegan Market 2,Izmir,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,76,449.57,34167.32
1156,2024-06-29,120,HealthyLife 7,Bursa,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,58,343.88,19945.04
1157,2024-01-31,112,Energy Gym 10,Istanbul,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,28,101.49,2841.72
1158,2024-05-13,144,Yoga Studio 4,Unknown,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,43,64.87,2789.4100000000003
1159,2024-08-27,121,Fit Food 2,Izmir,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,61,305.74,18650.14
1160,2024-05-24,115,Energy Gym 9,Bursa,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,97,325.02,31526.94
1161,2024-12-30,101,Fit Food 5,Izmir,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,42,398.68,16744.56
1162,2024-12-31,130,Fit Food 10,Unknown,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,69,466.22,32169.18
1163,2024-09-09,129,Cardio King 4,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,28,414.61,11609.08
1164,2024-11-24,137,Energy Gym 1,Antalya,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,97,340.5,33028.5
1165,2024-04-28,138,Energy Gym 9,Ankara,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,29,113.86,3301.94
1166,2024-06-30,999,Unknown Customer,Unknown City,,c18d52a01eaeb420,Protein Bar,60g,Snack,64,463.46,29661.44
1167,2024-06-10,150,Power Up 7,Ankara,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,22,146.18,3215.96
1168,2024-11-06,144,Yoga Studio 4,Unknown,TR,34158e25c8174cfb,Multivitamin 30 tabs,Regular,Snack,69,278.03,19184.07
1169,2024-12-14,135,CrossFit Zone 10,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,35,192.42,6734.7
1170,2024-05-11,138,Energy Gym 9,Ankara,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,86,394.69,33943.34
1171,2024-10-28,150,Power Up 7,Ankara,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,74,195.7,14481.8
1172,2024-02-17,132,Iron Works 9,Izmir,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,60,288.86,17331.600000000002
1173,2024-02-22,122,Cardio King 4,Izmir,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,80,339.53,27162.399999999998
1174,2024-11-24,133,Yoga Studio 10,Izmir,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,5,313.02,1565.1
1175,2024-11-23,119,HealthyLife 1,Bursa,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,65,99.49,6466.849999999999
1176,2024-11-20,145,Vegan Market 5,Istanbul,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,91,343.83,31288.53
1177,2024-03-11,135,CrossFit Zone 10,Unknown,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,56,109.38,6125.28
1178,2024-06-07,130,Fit Food 10,Unknown,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,11,341.66,3758.26
1179,2024-09-04,116,Energy Gym 6,Ankara,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,92,132.42,12182.64
1180,2024-05-22,127,Yoga Studio 4,Unknown,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,84,333.65,28026.6
1181,2024-03-07,123,Vegan Market 7,Bursa,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,91,33.04,3006.64
1182,2024-12-03,147,Vegan Market 5,Ankara,TR,3b873eefa1afbeec,Oat Cookie Single,Regular,Drink,14,128.81,1803.3400000000001
1183,2024-03-23,106,Fit Food 10,Unknown,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,71,21.34,1515.14
1184,2024-07-10,149,HealthyLife 3,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,22,241.45,5311.9
1185,2024-05-24,124,HealthyLife 3,Ankara,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,63,448.08,28229.039999999997
1186,2024-04-16,119,HealthyLife 1,Bursa,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,88,198.03,17426.64
1187,2024-12-30,102,Fit Food 7,Antalya,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,5,213.77,1068.8500000000001
1188,2024-01-22,141,Yoga Studio 10,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,1kg,Snack,82,154.12,12637.84
1189,2024-05-31,131,Iron Works 1,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,66,394.27,26021.82
1190,2024-01-08,101,Fit Food 5,Izmir,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,33,134.49,4438.17
1191,2024-10-05,122,Cardio King 4,Izmir,TR,c18d52a01eaeb420,Protein Bar,50g,Supplement,46,97.76,4496.96
1192,2024-09-15,123,Vegan Market 7,Bursa,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,69,353.74,24408.06
1193,2024-06-22,109,CrossFit Zone 7,Istanbul,TR,31adc9243b8bc59d,Energy Drink,500ml,Supplement,73,295.29,21556.170000000002
1194,2024-10-14,107,HealthyLife 2,Antalya,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,69,476.43,32873.67
1195,2024-12-20,136,Energy Gym 8,Istanbul,TR,7c9725ae1ecf2297,Oat Cookie Pack,Regular,Supplement,55,167.54,9214.699999999999
1196,2024-12-06,135,CrossFit Zone 10,Unknown,TR,4f5c11403f7e2f88,Whey Powder,2kg,Snack,10,418.76,4187.6
1197,2024-05-09,132,Iron Works 9,Izmir,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,76,311.45,23670.2
1198,2024-09-03,150,Power Up 7,Ankara,TR,c18d52a01eaeb420,Protein Bar,100g,Snack,91,33.2,3021.2000000000003
1199,2024-04-17,146,Vegan Market 9,Istanbul,TR,4f5c11403f7e2f88,Whey Powder,500g,Snack,79,458.35,36209.65
1200,2024-08-23,103,Cardio King 8,Unknown,TR,8332903679499e5d,Multivitamin 60 tabs,Regular,Drink,72,54.02,3889.44
